n_unknown_classes,known_acceptance,known_correct_rate,unknown_recall,h_score,unknown_auroc,macro_f1
2,0.49840496240272314,0.4065734206223877,0.5759284696784697,0.4466667239165207,0.5775094088120577,0.3819146209817407
3,0.4976818695866521,0.40663978614934515,0.5618386243386243,0.45003725230172287,0.5630185377082056,0.3724995462892331
